# lba,c,h,s
177758,173,0,303
177760,173,0,304
177762,173,0,305
177766,173,0,307
177768,173,0,308
177776,173,0,312
177778,173,0,313
177780,173,0,314
177782,173,0,315
177792,173,0,320
177794,173,0,321
177796,173,0,322
177798,173,0,323
177800,173,0,324
177802,173,0,325
177814,173,0,331
177816,173,0,332
177818,173,0,333
177820,173,0,334
177822,173,0,335
177824,173,0,336
177828,173,0,338
177830,173,0,339
177838,173,0,343
177840,173,0,344
177846,173,0,347
177848,173,0,348
177850,173,0,349
177860,173,0,354
177862,173,0,355
177864,173,0,356
177940,173,0,394
177944,173,0,396
177946,173,0,397
177972,173,0,410
177974,173,0,411
177976,173,0,412
177978,173,0,413
178644,174,0,234
178648,174,0,236
178702,174,0,263
178704,174,0,264
178756,174,0,290
178758,174,0,291
178760,174,0,292
178762,174,0,293
178764,174,0,294
178766,174,0,295
178768,174,0,296
178770,174,0,297
178772,174,0,298
178776,174,0,300
178782,174,0,303
178784,174,0,304
178786,174,0,305
178788,174,0,306
178790,174,0,307
178792,174,0,308
178794,174,0,309
178796,174,0,310
178798,174,0,311
178800,174,0,312
178802,174,0,313
178804,174,0,314
178806,174,0,315
178808,174,0,316
178810,174,0,317
178812,174,0,318
178814,174,0,319
178816,174,0,320
178818,174,0,321
178822,174,0,323
178824,174,0,324
178826,174,0,325
178834,174,0,329
178836,174,0,330
178838,174,0,331
178848,174,0,336
178850,174,0,337
178868,174,0,346
178870,174,0,347
178872,174,0,348
178874,174,0,349
178882,174,0,353
178884,174,0,354
178888,174,0,356
178890,174,0,357
178892,174,0,358
178898,174,0,361
178900,174,0,362
179766,175,0,283
179768,175,0,284
179770,175,0,285
179772,175,0,286
179774,175,0,287
179776,175,0,288
179778,175,0,289
179780,175,0,290
179784,175,0,292
179786,175,0,293
179788,175,0,294
179790,175,0,295
179792,175,0,296
179794,175,0,297
179796,175,0,298
179806,175,0,303
179808,175,0,304
179810,175,0,305
179812,175,0,306
179814,175,0,307
179816,175,0,308
179818,175,0,309
179820,175,0,310
179824,175,0,312
179826,175,0,313
179828,175,0,314
179830,175,0,315
179846,175,0,323
179848,175,0,324
179850,175,0,325
179852,175,0,326
179854,175,0,327
179856,175,0,328
179858,175,0,329
179862,175,0,331
179866,175,0,333
179868,175,0,334
179870,175,0,335
179872,175,0,336
179874,175,0,337
179876,175,0,338
179878,175,0,339
179880,175,0,340
179882,175,0,341
179884,175,0,342
179886,175,0,343
179888,175,0,344
179892,175,0,346
179894,175,0,347
179896,175,0,348
179898,175,0,349
179900,175,0,350
179908,175,0,354
179914,175,0,357
179916,175,0,358
179918,175,0,359
179968,175,0,384
179972,175,0,386
179974,175,0,387
179976,175,0,388
179978,175,0,389
179980,175,0,390
179982,175,0,391
180044,175,0,422
180046,175,0,423
180048,175,0,424
180064,175,0,432
180070,175,0,435
180730,176,0,253
180732,176,0,254
180734,176,0,255
180736,176,0,256
180738,176,0,257
180740,176,0,258
180808,176,0,292
180810,176,0,293
180812,176,0,294
180814,176,0,295
180816,176,0,296
180818,176,0,297
180820,176,0,298
180822,176,0,299
180830,176,0,303
180832,176,0,304
180838,176,0,307
180846,176,0,311
180848,176,0,312
180850,176,0,313
180852,176,0,314
180854,176,0,315
180856,176,0,316
180858,176,0,317
180860,176,0,318
180862,176,0,319
180864,176,0,320
180870,176,0,323
180872,176,0,324
180874,176,0,325
180876,176,0,326
180880,176,0,328
180882,176,0,329
180884,176,0,330
180886,176,0,331
180890,176,0,333
180892,176,0,334
180894,176,0,335
180896,176,0,336
180902,176,0,339
180904,176,0,340
180908,176,0,342
180910,176,0,343
180916,176,0,346
180918,176,0,347
180920,176,0,348
180922,176,0,349
180924,176,0,350
180926,176,0,351
180928,176,0,352
180930,176,0,353
180932,176,0,354
180934,176,0,355
180940,176,0,358
180944,176,0,360
180946,176,0,361
180948,176,0,362
181014,176,0,395
181016,176,0,396
181072,176,0,424
181074,176,0,425
181076,176,0,426
181078,176,0,427
181712,177,0,232
181834,177,0,293
181836,177,0,294
181838,177,0,295
181872,177,0,312
181874,177,0,313
181876,177,0,314
181880,177,0,316
181882,177,0,317
181884,177,0,318
181890,177,0,321
181896,177,0,324
181898,177,0,325
181900,177,0,326
181902,177,0,327
181904,177,0,328
181906,177,0,329
181908,177,0,330
181910,177,0,331
181916,177,0,334
181918,177,0,335
181926,177,0,339
181928,177,0,340
181932,177,0,342
181940,177,0,346
181942,177,0,347
181944,177,0,348
181946,177,0,349
181948,177,0,350
181950,177,0,351
181952,177,0,352
181954,177,0,353
181956,177,0,354
181958,177,0,355
181960,177,0,356
181962,177,0,357
181970,177,0,361
181972,177,0,362
181976,177,0,364
181978,177,0,365
182022,177,0,387
182024,177,0,388
182026,177,0,389
182770,178,0,249
182772,178,0,250
182774,178,0,251
182898,178,0,313
182900,178,0,314
182908,178,0,318
182910,178,0,319
182914,178,0,321
182920,178,0,324
182924,178,0,326
182928,178,0,328
182930,178,0,329
182932,178,0,330
182934,178,0,331
182936,178,0,332
182938,178,0,333
182940,178,0,334
182942,178,0,335
182948,178,0,338
182950,178,0,339
182954,178,0,341
182956,178,0,342
182958,178,0,343
182960,178,0,344
182962,178,0,345
182964,178,0,346
182968,178,0,348
182970,178,0,349
182972,178,0,350
182976,178,0,352
182978,178,0,353
182980,178,0,354
182982,178,0,355
182984,178,0,356
182986,178,0,357
182988,178,0,358
182996,178,0,362
182998,178,0,363
183000,178,0,364
183002,178,0,365
183004,178,0,366
183006,178,0,367
183038,178,0,383
183046,178,0,387
183048,178,0,388
183050,178,0,389
183052,178,0,390
183054,178,0,391
183056,178,0,392
183060,178,0,394
183062,178,0,395
183064,178,0,396
183066,178,0,397
183068,178,0,398
183144,178,0,436
183146,178,0,437
183148,178,0,438
183788,179,0,246
183792,179,0,248
183924,179,0,314
183926,179,0,315
183928,179,0,316
183930,179,0,317
183932,179,0,318
183948,179,0,326
183956,179,0,330
183958,179,0,331
183960,179,0,332
183962,179,0,333
183964,179,0,334
183966,179,0,335
183972,179,0,338
183974,179,0,339
183978,179,0,341
183984,179,0,344
183986,179,0,345
183988,179,0,346
183992,179,0,348
183994,179,0,349
183996,179,0,350
183998,179,0,351
184000,179,0,352
184002,179,0,353
184004,179,0,354
184006,179,0,355
184008,179,0,356
184010,179,0,357
184012,179,0,358
184014,179,0,359
184016,179,0,360
184018,179,0,361
184020,179,0,362
184026,179,0,365
184028,179,0,366
184030,179,0,367
184032,179,0,368
184036,179,0,370
184038,179,0,371
184040,179,0,372
184042,179,0,373
184044,179,0,374
184070,179,0,387
184072,179,0,388
184074,179,0,389
184938,180,0,309
184940,180,0,310
184942,180,0,311
184944,180,0,312
184946,180,0,313
184948,180,0,314
184950,180,0,315
184956,180,0,318
184958,180,0,319
184960,180,0,320
184962,180,0,321
184964,180,0,322
184982,180,0,331
184984,180,0,332
184986,180,0,333
184990,180,0,335
184996,180,0,338
184998,180,0,339
185004,180,0,342
185006,180,0,343
185008,180,0,344
185010,180,0,345
185012,180,0,346
185014,180,0,347
185018,180,0,349
185020,180,0,350
185022,180,0,351
185024,180,0,352
185028,180,0,354
185030,180,0,355
185032,180,0,356
185034,180,0,357
185036,180,0,358
185038,180,0,359
185040,180,0,360
185042,180,0,361
185048,180,0,364
185050,180,0,365
185052,180,0,366
185054,180,0,367
185062,180,0,371
185064,180,0,372
185074,180,0,377
185076,180,0,378
185078,180,0,379
185080,180,0,380
185082,180,0,381
185084,180,0,382
185086,180,0,383
185094,180,0,387
185096,180,0,388
185098,180,0,389
185188,180,0,434
185190,180,0,435
185192,180,0,436
185194,180,0,437
185200,180,0,440
185204,180,0,442
185206,180,0,443
185854,181,0,255
185856,181,0,256
185858,181,0,257
185860,181,0,258
185930,181,0,293
185988,181,0,322
185990,181,0,323
185996,181,0,326
186000,181,0,328
186002,181,0,329
186008,181,0,332
186010,181,0,333
186012,181,0,334
186014,181,0,335
186020,181,0,338
186034,181,0,345
186036,181,0,346
186038,181,0,347
186040,181,0,348
186042,181,0,349
186058,181,0,357
186060,181,0,358
186062,181,0,359
186064,181,0,360
186066,181,0,361
186070,181,0,363
186072,181,0,364
186074,181,0,365
186076,181,0,366
186078,181,0,367
186080,181,0,368
186082,181,0,369
186084,181,0,370
186086,181,0,371
186088,181,0,372
186096,181,0,376
186098,181,0,377
186100,181,0,378
186102,181,0,379
186104,181,0,380
186106,181,0,381
186108,181,0,382
186110,181,0,383
186118,181,0,387
186120,181,0,388
186122,181,0,389
186124,181,0,390
186224,181,0,440
186226,181,0,441
186228,181,0,442
186968,182,0,300
187034,182,0,333
187036,182,0,334
187038,182,0,335
187040,182,0,336
187058,182,0,345
187068,182,0,350
187082,182,0,357
187084,182,0,358
187090,182,0,361
187094,182,0,363
187096,182,0,364
187098,182,0,365
187100,182,0,366
187102,182,0,367
187104,182,0,368
187110,182,0,371
187112,182,0,372
187122,182,0,377
187124,182,0,378
187126,182,0,379
187128,182,0,380
187130,182,0,381
187132,182,0,382
187134,182,0,383
187144,182,0,388
187146,182,0,389
187186,182,0,409
187188,182,0,410
187192,182,0,412
187194,182,0,413
187196,182,0,414
187202,182,0,417
187244,182,0,438
187246,182,0,439
187966,183,0,287
187998,183,0,303
188000,183,0,304
188058,183,0,333
188060,183,0,334
188064,183,0,336
188066,183,0,337
188068,183,0,338
188072,183,0,340
188074,183,0,341
188076,183,0,342
188078,183,0,343
188080,183,0,344
188082,183,0,345
188090,183,0,349
188092,183,0,350
188094,183,0,351
188096,183,0,352
188104,183,0,356
188106,183,0,357
188108,183,0,358
188110,183,0,359
188134,183,0,371
188136,183,0,372
188168,183,0,388
188170,183,0,389
188330,183,0,469
188980,184,0,282
189000,184,0,292
189002,184,0,293
189004,184,0,294
189036,184,0,310
189038,184,0,311
189040,184,0,312
189042,184,0,313
189044,184,0,314
189082,184,0,333
189092,184,0,338
189094,184,0,339
189096,184,0,340
189104,184,0,344
189106,184,0,345
189110,184,0,347
189112,184,0,348
189114,184,0,349
189116,184,0,350
189118,184,0,351
189120,184,0,352
189122,184,0,353
189124,184,0,354
189126,184,0,355
189132,184,0,358
189134,184,0,359
189138,184,0,361
189140,184,0,362
189142,184,0,363
189146,184,0,365
189158,184,0,371
189160,184,0,372
189162,184,0,373
189164,184,0,374
189166,184,0,375
189168,184,0,376
189192,184,0,388
189194,184,0,389
189228,184,0,406
190044,185,0,302
190046,185,0,303
190120,185,0,340
190128,185,0,344
190130,185,0,345
190132,185,0,346
190134,185,0,347
190148,185,0,354
190150,185,0,355
190154,185,0,357
190156,185,0,358
190158,185,0,359
190180,185,0,370
190182,185,0,371
190192,185,0,376
190194,185,0,377
190196,185,0,378
190198,185,0,379
190204,185,0,382
190206,185,0,383
190208,185,0,384
190216,185,0,388
190222,185,0,391
190224,185,0,392
190226,185,0,393
190228,185,0,394
190230,185,0,395
190232,185,0,396
190234,185,0,397
190236,185,0,398
190240,185,0,400
190246,185,0,403
190276,185,0,418
190280,185,0,420
190282,185,0,421
190294,185,0,427
190324,185,0,442
190326,185,0,443
190328,185,0,444
190330,185,0,445
190332,185,0,446
191152,186,0,344
191176,186,0,356
191180,186,0,358
191182,186,0,359
191184,186,0,360
191188,186,0,362
191190,186,0,363
191192,186,0,364
191194,186,0,365
191196,186,0,366
191198,186,0,367
191200,186,0,368
191202,186,0,369
191204,186,0,370
191206,186,0,371
191208,186,0,372
191210,186,0,373
191212,186,0,374
191216,186,0,376
191218,186,0,377
191220,186,0,378
191222,186,0,379
191224,186,0,380
191226,186,0,381
191228,186,0,382
191230,186,0,383
191232,186,0,384
191234,186,0,385
191236,186,0,386
191238,186,0,387
191240,186,0,388
191242,186,0,389
191244,186,0,390
191246,186,0,391
191248,186,0,392
191252,186,0,394
191258,186,0,397
191262,186,0,399
191264,186,0,400
191270,186,0,403
191272,186,0,404
191316,186,0,426
191318,186,0,427
192138,187,0,325
192140,187,0,326
192142,187,0,327
192144,187,0,328
192146,187,0,329
192176,187,0,344
192200,187,0,356
192202,187,0,357
192204,187,0,358
192206,187,0,359
192208,187,0,360
192210,187,0,361
192212,187,0,362
192214,187,0,363
192216,187,0,364
192218,187,0,365
192220,187,0,366
192222,187,0,367
192224,187,0,368
192226,187,0,369
192230,187,0,371
192232,187,0,372
192234,187,0,373
192236,187,0,374
192242,187,0,377
192244,187,0,378
192246,187,0,379
192248,187,0,380
192250,187,0,381
192252,187,0,382
192254,187,0,383
192256,187,0,384
192258,187,0,385
192260,187,0,386
192262,187,0,387
192264,187,0,388
192266,187,0,389
192268,187,0,390
192270,187,0,391
192272,187,0,392
192276,187,0,394
192282,187,0,397
192284,187,0,398
192288,187,0,400
192290,187,0,401
192292,187,0,402
192294,187,0,403
192296,187,0,404
192316,187,0,414
192318,187,0,415
192320,187,0,416
192324,187,0,418
192326,187,0,419
192328,187,0,420
192336,187,0,424
192338,187,0,425
192340,187,0,426
192342,187,0,427
192344,187,0,428
192346,187,0,429
192348,187,0,430
192350,187,0,431
192354,187,0,433
192356,187,0,434
192358,187,0,435
192360,187,0,436
192362,187,0,437
193228,188,0,358
193234,188,0,361
193254,188,0,371
193256,188,0,372
193266,188,0,377
193268,188,0,378
193270,188,0,379
193272,188,0,380
193274,188,0,381
193276,188,0,382
193278,188,0,383
193284,188,0,386
193286,188,0,387
193288,188,0,388
193290,188,0,389
193292,188,0,390
193294,188,0,391
193296,188,0,392
193300,188,0,394
193306,188,0,397
193308,188,0,398
193312,188,0,400
193314,188,0,401
193316,188,0,402
193318,188,0,403
193320,188,0,404
193348,188,0,418
193352,188,0,420
193360,188,0,424
193362,188,0,425
193364,188,0,426
193366,188,0,427
193368,188,0,428
193370,188,0,429
193372,188,0,430
193374,188,0,431
193378,188,0,433
193384,188,0,436
193386,188,0,437
194114,189,0,289
194118,189,0,291
194120,189,0,292
194122,189,0,293
194124,189,0,294
194126,189,0,295
194164,189,0,314
194166,189,0,315
194168,189,0,316
194170,189,0,317
194232,189,0,348
194250,189,0,357
194252,189,0,358
194260,189,0,362
194262,189,0,363
194264,189,0,364
194266,189,0,365
194268,189,0,366
194270,189,0,367
194272,189,0,368
194274,189,0,369
194278,189,0,371
194280,189,0,372
194290,189,0,377
194292,189,0,378
194294,189,0,379
194296,189,0,380
194298,189,0,381
194300,189,0,382
194302,189,0,383
194310,189,0,387
194312,189,0,388
194316,189,0,390
194318,189,0,391
194320,189,0,392
194330,189,0,397
194332,189,0,398
194342,189,0,403
194344,189,0,404
194394,189,0,429
194396,189,0,430
194410,189,0,437
194412,189,0,438
194426,189,0,445
195146,190,0,293
195148,190,0,294
195150,190,0,295
195274,190,0,357
195276,190,0,358
195278,190,0,359
195282,190,0,361
195284,190,0,362
195286,190,0,363
195288,190,0,364
195290,190,0,365
195292,190,0,366
195294,190,0,367
195296,190,0,368
195300,190,0,370
195302,190,0,371
195304,190,0,372
195306,190,0,373
195308,190,0,374
195310,190,0,375
195314,190,0,377
195316,190,0,378
195318,190,0,379
195320,190,0,380
195322,190,0,381
195324,190,0,382
195326,190,0,383
195328,190,0,384
195330,190,0,385
195332,190,0,386
195334,190,0,387
195360,190,0,400
195362,190,0,401
195364,190,0,402
195366,190,0,403
195368,190,0,404
195370,190,0,405
195372,190,0,406
195374,190,0,407
195378,190,0,409
195380,190,0,410
195384,190,0,412
195386,190,0,413
195388,190,0,414
195390,190,0,415
195402,190,0,421
195418,190,0,429
195420,190,0,430
195446,190,0,443
195448,190,0,444
195450,190,0,445
195452,190,0,446
195454,190,0,447
196232,191,0,324
196234,191,0,325
196280,191,0,348
196284,191,0,350
196286,191,0,351
196288,191,0,352
196290,191,0,353
196294,191,0,355
196298,191,0,357
196300,191,0,358
196302,191,0,359
196304,191,0,360
196306,191,0,361
196308,191,0,362
196310,191,0,363
196312,191,0,364
196314,191,0,365
196316,191,0,366
196318,191,0,367
196320,191,0,368
196324,191,0,370
196326,191,0,371
196328,191,0,372
196342,191,0,379
196344,191,0,380
196346,191,0,381
196358,191,0,387
196360,191,0,388
196364,191,0,390
196374,191,0,395
196378,191,0,397
196388,191,0,402
196390,191,0,403
196392,191,0,404
196394,191,0,405
196396,191,0,406
196398,191,0,407
196402,191,0,409
196404,191,0,410
196408,191,0,412
196410,191,0,413
196412,191,0,414
196414,191,0,415
196416,191,0,416
196422,191,0,419
196428,191,0,422
196430,191,0,423
196434,191,0,425
196436,191,0,426
196442,191,0,429
196444,191,0,430
196568,191,0,492
197180,192,0,286
197182,192,0,287
197184,192,0,288
197186,192,0,289
197198,192,0,295
197200,192,0,296
197228,192,0,310
197256,192,0,324
197258,192,0,325
197294,192,0,343
197296,192,0,344
197312,192,0,352
197322,192,0,357
197324,192,0,358
197326,192,0,359
197330,192,0,361
197332,192,0,362
197334,192,0,363
197336,192,0,364
197338,192,0,365
197340,192,0,366
197342,192,0,367
197344,192,0,368
197348,192,0,370
197350,192,0,371
197352,192,0,372
197356,192,0,374
197358,192,0,375
197360,192,0,376
197362,192,0,377
197364,192,0,378
197368,192,0,380
197370,192,0,381
197372,192,0,382
197374,192,0,383
197380,192,0,386
197382,192,0,387
197384,192,0,388
197386,192,0,389
197388,192,0,390
197398,192,0,395
197402,192,0,397
197416,192,0,404
197418,192,0,405
197424,192,0,408
197426,192,0,409
197428,192,0,410
197430,192,0,411
197432,192,0,412
197436,192,0,414
197438,192,0,415
197440,192,0,416
197442,192,0,417
197444,192,0,418
197452,192,0,422
197454,192,0,423
197460,192,0,426
197462,192,0,427
197464,192,0,428
197466,192,0,429
197468,192,0,430
197470,192,0,431
197472,192,0,432
197476,192,0,434
197480,192,0,436
197482,192,0,437
197484,192,0,438
197488,192,0,440
197490,192,0,441
197492,192,0,442
198272,193,0,320
198276,193,0,322
198328,193,0,348
198330,193,0,349
198334,193,0,351
198336,193,0,352
198340,193,0,354
198342,193,0,355
198344,193,0,356
198346,193,0,357
198348,193,0,358
198350,193,0,359
198354,193,0,361
198356,193,0,362
198358,193,0,363
198360,193,0,364
198362,193,0,365
198364,193,0,366
198366,193,0,367
198368,193,0,368
198370,193,0,369
198372,193,0,370
198374,193,0,371
198382,193,0,375
198386,193,0,377
198388,193,0,378
198392,193,0,380
198394,193,0,381
198396,193,0,382
198404,193,0,386
198406,193,0,387
198412,193,0,390
198414,193,0,391
198416,193,0,392
198422,193,0,395
198426,193,0,397
198428,193,0,398
198436,193,0,402
198440,193,0,404
198442,193,0,405
198446,193,0,407
198448,193,0,408
198450,193,0,409
198452,193,0,410
198458,193,0,413
198460,193,0,414
198462,193,0,415
198468,193,0,418
198476,193,0,422
198478,193,0,423
198480,193,0,424
198484,193,0,426
198486,193,0,427
198488,193,0,428
198490,193,0,429
198492,193,0,430
198494,193,0,431
198496,193,0,432
198500,193,0,434
198504,193,0,436
198506,193,0,437
198512,193,0,440
199396,194,0,370
199398,194,0,371
199400,194,0,372
199402,194,0,373
199404,194,0,374
199406,194,0,375
199408,194,0,376
199410,194,0,377
199412,194,0,378
199414,194,0,379
199418,194,0,381
199420,194,0,382
199428,194,0,386
199430,194,0,387
199440,194,0,392
199442,194,0,393
199450,194,0,397
199454,194,0,399
199458,194,0,401
199460,194,0,402
199462,194,0,403
199464,194,0,404
199466,194,0,405
199468,194,0,406
199476,194,0,410
199478,194,0,411
199482,194,0,413
199484,194,0,414
199486,194,0,415
199500,194,0,422
199502,194,0,423
199516,194,0,430
199518,194,0,431
200372,195,0,346
200418,195,0,369
200420,195,0,370
200422,195,0,371
200432,195,0,376
200434,195,0,377
200452,195,0,386
200462,195,0,391
200466,195,0,393
200468,195,0,394
200470,195,0,395
200474,195,0,397
200476,195,0,398
200478,195,0,399
200480,195,0,400
200484,195,0,402
200486,195,0,403
200488,195,0,404
200490,195,0,405
200492,195,0,406
200494,195,0,407
200500,195,0,410
200502,195,0,411
200504,195,0,412
200506,195,0,413
200512,195,0,416
200516,195,0,418
200520,195,0,420
200524,195,0,422
200526,195,0,423
200528,195,0,424
200540,195,0,430
200542,195,0,431
200546,195,0,433
201414,196,0,355
201416,196,0,356
201418,196,0,357
201420,196,0,358
201422,196,0,359
201432,196,0,364
201442,196,0,369
201444,196,0,370
201446,196,0,371
201454,196,0,375
201458,196,0,377
201460,196,0,378
201462,196,0,379
201464,196,0,380
201476,196,0,386
201486,196,0,391
201488,196,0,392
201490,196,0,393
201492,196,0,394
201496,196,0,396
201500,196,0,398
201504,196,0,400
201508,196,0,402
201512,196,0,404
201514,196,0,405
201516,196,0,406
201520,196,0,408
201524,196,0,410
201526,196,0,411
201528,196,0,412
201530,196,0,413
201532,196,0,414
201534,196,0,415
201536,196,0,416
201540,196,0,418
201548,196,0,422
201550,196,0,423
201552,196,0,424
201562,196,0,429
201564,196,0,430
201566,196,0,431
202404,197,0,338
202406,197,0,339
202408,197,0,340
202410,197,0,341
202412,197,0,342
202414,197,0,343
202416,197,0,344
202442,197,0,357
202444,197,0,358
202486,197,0,379
202488,197,0,380
202490,197,0,381
202492,197,0,382
202494,197,0,383
202498,197,0,385
202500,197,0,386
202516,197,0,394
202518,197,0,395
202520,197,0,396
202522,197,0,397
202524,197,0,398
202526,197,0,399
202528,197,0,400
202530,197,0,401
202532,197,0,402
202534,197,0,403
202536,197,0,404
202538,197,0,405
202540,197,0,406
202542,197,0,407
202544,197,0,408
202546,197,0,409
202548,197,0,410
202550,197,0,411
202552,197,0,412
202564,197,0,418
202572,197,0,422
202574,197,0,423
202576,197,0,424
202580,197,0,426
202582,197,0,427
202584,197,0,428
202586,197,0,429
202588,197,0,430
202590,197,0,431
202592,197,0,432
202594,197,0,433
202598,197,0,435
202600,197,0,436
202602,197,0,437
202608,197,0,440
203518,198,0,383
203522,198,0,385
203524,198,0,386
203534,198,0,391
203536,198,0,392
203538,198,0,393
203540,198,0,394
203542,198,0,395
203544,198,0,396
203546,198,0,397
203548,198,0,398
203550,198,0,399
203552,198,0,400
203558,198,0,403
203560,198,0,404
203562,198,0,405
203564,198,0,406
203566,198,0,407
203568,198,0,408
203570,198,0,409
203574,198,0,411
203580,198,0,414
203582,198,0,415
203614,198,0,431
203616,198,0,432
203932,199,0,78
204192,199,0,208
204526,199,0,375
204530,199,0,377
204542,199,0,383
204544,199,0,384
204546,199,0,385
204548,199,0,386
204550,199,0,387
204552,199,0,388
204554,199,0,389
204556,199,0,390
204558,199,0,391
204560,199,0,392
204568,199,0,396
204570,199,0,397
204572,199,0,398
204584,199,0,404
204586,199,0,405
204588,199,0,406
204590,199,0,407
204592,199,0,408
204594,199,0,409
204638,199,0,431
204642,199,0,433
205560,200,0,380
205562,200,0,381
205564,200,0,382
205566,200,0,383
205568,200,0,384
205570,200,0,385
205572,200,0,386
205574,200,0,387
205576,200,0,388
205578,200,0,389
205580,200,0,390
205582,200,0,391
205584,200,0,392
205594,200,0,397
205596,200,0,398
205598,200,0,399
205606,200,0,403
205608,200,0,404
205610,200,0,405
205612,200,0,406
205614,200,0,407
205616,200,0,408
205618,200,0,409
205622,200,0,411
205624,200,0,412
205630,200,0,415
205632,200,0,416
205636,200,0,418
205650,200,0,425
205662,200,0,431
205668,200,0,434
205670,200,0,435
206530,201,0,353
206572,201,0,374
206574,201,0,375
206578,201,0,377
206580,201,0,378
206590,201,0,383
206592,201,0,384
206594,201,0,385
206596,201,0,386
206608,201,0,392
206618,201,0,397
206620,201,0,398
206622,201,0,399
206624,201,0,400
206626,201,0,401
206628,201,0,402
206630,201,0,403
206632,201,0,404
206634,201,0,405
206636,201,0,406
206638,201,0,407
206640,201,0,408
206642,201,0,409
206644,201,0,410
206646,201,0,411
206648,201,0,412
206650,201,0,413
206652,201,0,414
206654,201,0,415
206656,201,0,416
206658,201,0,417
206684,201,0,430
206686,201,0,431
207522,202,0,337
207594,202,0,373
207596,202,0,374
207598,202,0,375
207602,202,0,377
207604,202,0,378
207606,202,0,379
207608,202,0,380
207610,202,0,381
207612,202,0,382
207614,202,0,383
207616,202,0,384
207618,202,0,385
207620,202,0,386
207622,202,0,387
207624,202,0,388
207626,202,0,389
207628,202,0,390
207630,202,0,391
207632,202,0,392
207642,202,0,397
207644,202,0,398
207648,202,0,400
207650,202,0,401
207652,202,0,402
207654,202,0,403
207656,202,0,404
207658,202,0,405
207660,202,0,406
207662,202,0,407
207666,202,0,409
207668,202,0,410
207670,202,0,411
207672,202,0,412
207674,202,0,413
207678,202,0,415
207680,202,0,416
207682,202,0,417
207684,202,0,418
207690,202,0,421
207692,202,0,422
207708,202,0,430
207710,202,0,431
207848,202,0,500
208558,203,0,343
208586,203,0,357
208588,203,0,358
208608,203,0,368
208610,203,0,369
208676,203,0,402
208678,203,0,403
208680,203,0,404
208698,203,0,413
208708,203,0,418
208710,203,0,419
208712,203,0,420
208716,203,0,422
208718,203,0,423
208720,203,0,424
208722,203,0,425
208724,203,0,426
208726,203,0,427
208732,203,0,430
208734,203,0,431
208742,203,0,435
208744,203,0,436
208746,203,0,437
208748,203,0,438
209672,204,0,388
209698,204,0,401
209700,204,0,402
209702,204,0,403
209704,204,0,404
209706,204,0,405
209708,204,0,406
209728,204,0,416
209730,204,0,417
209750,204,0,427
209752,204,0,428
209754,204,0,429
209756,204,0,430
209768,204,0,436
209770,204,0,437
209772,204,0,438
209774,204,0,439
209776,204,0,440
209778,204,0,441
209780,204,0,442
209784,204,0,444
209786,204,0,445
209788,204,0,446
210702,205,0,391
210706,205,0,393
210716,205,0,398
210718,205,0,399
210720,205,0,400
210722,205,0,401
210724,205,0,402
210726,205,0,403
210728,205,0,404
210730,205,0,405
210732,205,0,406
210734,205,0,407
210740,205,0,410
210742,205,0,411
210744,205,0,412
210776,205,0,428
210778,205,0,429
210780,205,0,430
210782,205,0,431
210784,205,0,432
211744,206,0,400
211746,206,0,401
211748,206,0,402
211758,206,0,407
211760,206,0,408
211762,206,0,409
211780,206,0,418
211782,206,0,419
211788,206,0,422
211790,206,0,423
211794,206,0,425
211798,206,0,427
211800,206,0,428
211802,206,0,429
211804,206,0,430
211814,206,0,435
211816,206,0,436
211820,206,0,438
211836,206,0,446
211838,206,0,447
211840,206,0,448
211842,206,0,449
211844,206,0,450
212096,207,0,64
212768,207,0,400
212786,207,0,409
212798,207,0,415
212802,207,0,417
212804,207,0,418
212806,207,0,419
212812,207,0,422
212814,207,0,423
212816,207,0,424
212818,207,0,425
212820,207,0,426
212822,207,0,427
212824,207,0,428
212826,207,0,429
212828,207,0,430
212834,207,0,433
212838,207,0,435
212840,207,0,436
213788,208,0,398
213790,208,0,399
213808,208,0,408
213810,208,0,409
213812,208,0,410
213814,208,0,411
213816,208,0,412
213818,208,0,413
213820,208,0,414
213822,208,0,415
213824,208,0,416
213826,208,0,417
213828,208,0,418
213830,208,0,419
213838,208,0,423
213842,208,0,425
213844,208,0,426
213846,208,0,427
213848,208,0,428
213850,208,0,429
213852,208,0,430
213854,208,0,431
213858,208,0,433
213862,208,0,435
213864,208,0,436
213868,208,0,438
213870,208,0,439
214726,209,0,355
214728,209,0,356
214730,209,0,357
214806,209,0,395
214808,209,0,396
214810,209,0,397
214812,209,0,398
214814,209,0,399
214816,209,0,400
214818,209,0,401
214824,209,0,404
214826,209,0,405
214828,209,0,406
214840,209,0,412
214876,209,0,430
214878,209,0,431
214880,209,0,432
215752,210,0,356
215754,210,0,357
215756,210,0,358
215758,210,0,359
215762,210,0,361
215764,210,0,362
215844,210,0,402
215846,210,0,403
215848,210,0,404
215866,210,0,413
215900,210,0,430
215902,210,0,431
215904,210,0,432
216874,211,0,405
216890,211,0,413
216892,211,0,414
216894,211,0,415
216924,211,0,430
216926,211,0,431
216928,211,0,432
217866,212,0,389
217870,212,0,391
217874,212,0,393
217918,212,0,415
217920,212,0,416
217922,212,0,417
217924,212,0,418
217950,212,0,431
217952,212,0,432
217954,212,0,433
217958,212,0,435
217960,212,0,436
217962,212,0,437
217964,212,0,438
